x,y
-0.31024104,-0.32032230
-0.31047799,-0.32002229
-0.31071465,-0.31972208
-0.31095103,-0.31942169
-0.31118713,-0.31912110
-0.31142295,-0.31882032
-0.31165849,-0.31851934
-0.31189374,-0.31821818
-0.31212871,-0.31791682
-0.31236340,-0.31761527
-0.31259781,-0.31731353
-0.31283194,-0.31701160
-0.31306578,-0.31670948
-0.31329934,-0.31640717
-0.31353263,-0.31610466
-0.31376562,-0.31580196
-0.31399834,-0.31549907
-0.31423078,-0.31519599
-0.31446293,-0.31489272
-0.31469480,-0.31458925
-0.31492639,-0.31428560
-0.31515770,-0.31398175
-0.31538872,-0.31367771
-0.31561947,-0.31337348
-0.31584993,-0.31306906
-0.31608011,-0.31276444
-0.31631001,-0.31245964
-0.31653962,-0.31215464
-0.31676896,-0.31184945
-0.31699801,-0.31154407
-0.31722678,-0.31123849
-0.31745527,-0.31093273
-0.31768347,-0.31062677
-0.31791140,-0.31032063
-0.31813904,-0.31001429
-0.31836640,-0.30970776
-0.31859348,-0.30940103
-0.31882028,-0.30909412
-0.31904679,-0.30878701
-0.31927303,-0.30847971
-0.31949898,-0.30817222
-0.31972465,-0.30786454
-0.31995003,-0.30755667
-0.32017514,-0.30724861
-0.32039996,-0.30694035
-0.32062450,-0.30663190
-0.32084876,-0.30632326
-0.32107274,-0.30601443
-0.32129644,-0.30570541
-0.32151985,-0.30539619
-0.32174298,-0.30508679
-0.32196583,-0.30477719
-0.32218840,-0.30446740
-0.32241069,-0.30415742
-0.32263269,-0.30384725
-0.32285441,-0.30353688
-0.32307586,-0.30322633
-0.32329701,-0.30291558
-0.32351789,-0.30260464
-0.32373849,-0.30229351
-0.32395880,-0.30198219
-0.32417883,-0.30167067
-0.32439858,-0.30135896
-0.32461805,-0.30104707
-0.32483723,-0.30073498
-0.32505613,-0.30042270
-0.32527476,-0.30011022
-0.32549310,-0.29979756
-0.32571115,-0.29948470
-0.32592893,-0.29917165
-0.32614642,-0.29885842
-0.32636364,-0.29854498
-0.32658057,-0.29823136
-0.32679721,-0.29791755
-0.32701358,-0.29760354
-0.32722966,-0.29728934
-0.32744547,-0.29697495
-0.32766099,-0.29666037
-0.32787623,-0.29634560
-0.32809118,-0.29603064
-0.32830586,-0.29571548
-0.32852025,-0.29540013
-0.32873436,-0.29508459
-0.32894819,-0.29476886
-0.32916174,-0.29445294
-0.32937500,-0.29413682
-0.32958798,-0.29382052
-0.32980069,-0.29350402
-0.33001311,-0.29318733
-0.33022524,-0.29287045
-0.33043710,-0.29255338
-0.33064867,-0.29223611
-0.33085996,-0.29191866
-0.33107097,-0.29160101
-0.33128170,-0.29128317
-0.33149215,-0.29096514
-0.33170231,-0.29064691
-0.33191219,-0.29032850
-0.33212180,-0.29000989
-0.33233111,-0.28969110
-0.33254015,-0.28937211
-0.33274890,-0.28905293
-0.33295738,-0.28873355
-0.33316557,-0.28841399
-0.33337348,-0.28809423
-0.33358110,-0.28777428
-0.33378845,-0.28745415
-0.33399551,-0.28713381
-0.33420229,-0.28681329
-0.33440879,-0.28649258
-0.33461501,-0.28617167
-0.33482095,-0.28585057
-0.33502660,-0.28552928
-0.33523197,-0.28520780
-0.33543706,-0.28488613
-0.33564187,-0.28456427
-0.33584640,-0.28424221
-0.33605064,-0.28391996
-0.33625460,-0.28359752
-0.33645828,-0.28327489
-0.33666168,-0.28295207
-0.33686480,-0.28262905
-0.33706763,-0.28230585
-0.33727018,-0.28198245
-0.33747245,-0.28165886
-0.33767444,-0.28133508
-0.33787615,-0.28101111
-0.33807757,-0.28068694
-0.33827872,-0.28036259
-0.33847958,-0.28003804
-0.33868016,-0.27971330
-0.33888046,-0.27938837
-0.33908047,-0.27906324
-0.33928020,-0.27873793
-0.33947966,-0.27841242
-0.33967883,-0.27808673
-0.33987771,-0.27776084
-0.34007632,-0.27743476
-0.34027464,-0.27710848
-0.34047269,-0.27678202
-0.34067045,-0.27645536
-0.34086792,-0.27612851
-0.34106512,-0.27580148
-0.34126203,-0.27547424
-0.34145867,-0.27514682
-0.34165502,-0.27481921
-0.34185109,-0.27449140
-0.34204687,-0.27416340
-0.34224238,-0.27383521
-0.34243760,-0.27350683
-0.34263254,-0.27317826
-0.34282720,-0.27284950
-0.34302158,-0.27252054
-0.34321567,-0.27219139
-0.34340949,-0.27186205
-0.34360302,-0.27153252
-0.34379627,-0.27120280
-0.34398924,-0.27087288
-0.34418192,-0.27054278
-0.34437432,-0.27021248
-0.34456645,-0.26988199
-0.34475829,-0.26955131
-0.34494984,-0.26922044
-0.34514112,-0.26888937
-0.34533212,-0.26855812
-0.34552283,-0.26822667
-0.34571326,-0.26789503
-0.34590341,-0.26756320
-0.34609327,-0.26723118
-0.34628286,-0.26689896
-0.34647216,-0.26656656
-0.34666118,-0.26623396
-0.34684992,-0.26590117
-0.34703838,-0.26556819
-0.34722655,-0.26523501
-0.34741445,-0.26490165
-0.34760206,-0.26456809
-0.34778939,-0.26423435
-0.34797643,-0.26390041
-0.34816320,-0.26356628
-0.34834968,-0.26323195
-0.34853589,-0.26289744
-0.34872181,-0.26256273
-0.34890744,-0.26222784
-0.34909280,-0.26189275
-0.34927787,-0.26155746
-0.34946267,-0.26122199
-0.34964718,-0.26088633
-0.34983140,-0.26055047
-0.35001535,-0.26021442
-0.35019902,-0.25987818
-0.35038240,-0.25954175
-0.35056550,-0.25920513
-0.35074832,-0.25886832
-0.35093086,-0.25853131
-0.35111311,-0.25819411
-0.35129508,-0.25785672
-0.35147677,-0.25751914
-0.35165818,-0.25718137
-0.35183931,-0.25684341
-0.35202016,-0.25650525
-0.35220072,-0.25616690
-0.35238100,-0.25582836
-0.35256100,-0.25548963
-0.35274072,-0.25515071
-0.35292016,-0.25481159
-0.35309931,-0.25447229
-0.35327818,-0.25413279
-0.35345677,-0.25379310
-0.35363508,-0.25345322
-0.35381311,-0.25311315
-0.35399085,-0.25277288
-0.35416831,-0.25243243
-0.35434549,-0.25209178
-0.35452239,-0.25175094
-0.35469901,-0.25140991
-0.35487534,-0.25106869
-0.35505140,-0.25072727
-0.35522717,-0.25038567
-0.35540266,-0.25004387
-0.35557787,-0.24970188
-0.35575279,-0.24935970
-0.35592743,-0.24901732
-0.35610180,-0.24867476
-0.35627588,-0.24833200
-0.35644967,-0.24798906
-0.35662319,-0.24764592
-0.35679642,-0.24730259
-0.35696938,-0.24695906
-0.35714205,-0.24661535
-0.35731443,-0.24627144
-0.35748654,-0.24592735
-0.35765836,-0.24558306
-0.35782991,-0.24523858
-0.35800117,-0.24489390
-0.35817215,-0.24454904
-0.35834284,-0.24420398
-0.35851326,-0.24385873
-0.35868339,-0.24351330
-0.35885324,-0.24316766
-0.35902281,-0.24282184
-0.35919210,-0.24247583
-0.35936110,-0.24212962
-0.35952983,-0.24178322
-0.35969827,-0.24143663
-0.35986643,-0.24108985
-0.36003430,-0.24074288
-0.36020190,-0.24039572
-0.36036921,-0.24004836
-0.36053625,-0.23970081
-0.36070300,-0.23935307
-0.36086946,-0.23900514
-0.36103565,-0.23865702
-0.36120155,-0.23830870
-0.36136718,-0.23796020
-0.36153252,-0.23761150
-0.36169758,-0.23726261
-0.36186235,-0.23691353
-0.36202685,-0.23656426
-0.36219106,-0.23621479
-0.36235499,-0.23586514
-0.36251864,-0.23551529
-0.36268201,-0.23516525
-0.36284509,-0.23481502
-0.36300790,-0.23446460
-0.36317042,-0.23411398
-0.36333266,-0.23376318
-0.36349461,-0.23341218
-0.36365629,-0.23306099
-0.36381768,-0.23270961
-0.36397879,-0.23235804
-0.36413962,-0.23200627
-0.36430017,-0.23165432
-0.36446044,-0.23130217
-0.36462042,-0.23094983
-0.36478012,-0.23059730
-0.36493955,-0.23024458
-0.36509868,-0.22989166
-0.36525754,-0.22953856
-0.36541611,-0.22918526
-0.36557441,-0.22883177
-0.36573242,-0.22847809
-0.36589015,-0.22812421
-0.36604759,-0.22777015
-0.36620476,-0.22741589
-0.36636164,-0.22706145
-0.36651824,-0.22670681
-0.36667456,-0.22635198
-0.36683060,-0.22599695
-0.36698636,-0.22564174
-0.36714183,-0.22528633
-0.36729702,-0.22493074
-0.36745193,-0.22457495
-0.36760656,-0.22421897
-0.36776090,-0.22386279
-0.36791497,-0.22350643
-0.36806875,-0.22314987
-0.36822225,-0.22279312
-0.36837547,-0.22243619
-0.36852840,-0.22207905
-0.36868106,-0.22172173
-0.36883343,-0.22136422
-0.36898552,-0.22100651
-0.36913733,-0.22064861
-0.36928886,-0.22029052
-0.36944010,-0.21993224
-0.36959107,-0.21957377
-0.36974175,-0.21921511
-0.36989215,-0.21885625
-0.37004226,-0.21849720
-0.37019210,-0.21813796
-0.37034165,-0.21777853
-0.37049092,-0.21741891
-0.37063991,-0.21705910
-0.37078862,-0.21669909
-0.37093705,-0.21633889
-0.37108519,-0.21597850
-0.37123305,-0.21561792
-0.37138063,-0.21525715
-0.37152793,-0.21489619
-0.37167495,-0.21453503
-0.37182168,-0.21417368
-0.37196813,-0.21381214
-0.37211430,-0.21345041
-0.37226019,-0.21308849
-0.37240580,-0.21272637
-0.37255112,-0.21236407
-0.37269617,-0.21200157
-0.37284093,-0.21163888
-0.37298541,-0.21127600
-0.37312961,-0.21091293
-0.37327352,-0.21054966
-0.37341715,-0.21018621
-0.37356051,-0.20982256
-0.37370357,-0.20945872
-0.37384636,-0.20909469
-0.37398887,-0.20873047
-0.37413109,-0.20836605
-0.37427303,-0.20800145
-0.37441469,-0.20763665
-0.37455607,-0.20727166
-0.37469717,-0.20690648
-0.37483798,-0.20654111
-0.37497851,-0.20617554
-0.37511876,-0.20580979
-0.37525873,-0.20544384
-0.37539842,-0.20507770
-0.37553782,-0.20471137
-0.37567695,-0.20434485
-0.37581579,-0.20397813
-0.37595435,-0.20361123
-0.37609262,-0.20324413
-0.37623062,-0.20287684
-0.37636833,-0.20250936
-0.37650576,-0.20214169
-0.37664291,-0.20177382
-0.37677978,-0.20140577
-0.37691637,-0.20103752
-0.37705267,-0.20066908
-0.37718869,-0.20030045
-0.37732443,-0.19993163
-0.37745989,-0.19956261
-0.37759507,-0.19919341
-0.37772996,-0.19882401
-0.37786457,-0.19845442
-0.37799890,-0.19808464
-0.37813295,-0.19771466
-0.37826672,-0.19734450
-0.37840020,-0.19697414
-0.37853340,-0.19660360
-0.37866632,-0.19623286
-0.37879896,-0.19586193
-0.37893132,-0.19549080
-0.37906340,-0.19511949
-0.37919519,-0.19474798
-0.37932670,-0.19437629
-0.37945793,-0.19400440
-0.37958888,-0.19363232
-0.37971954,-0.19326004
-0.37984993,-0.19288758
-0.37998003,-0.19251492
-0.38010985,-0.19214208
-0.38023938,-0.19176904
-0.38036864,-0.19139581
-0.38049761,-0.19102238
-0.38062631,-0.19064877
-0.38075472,-0.19027496
-0.38088284,-0.18990097
-0.38101069,-0.18952678
-0.38113826,-0.18915240
-0.38126554,-0.18877782
-0.38139254,-0.18840306
-0.38151926,-0.18802810
-0.38164569,-0.18765296
-0.38177185,-0.18727762
-0.38189772,-0.18690209
-0.38202331,-0.18652636
-0.38214862,-0.18615045
-0.38227365,-0.18577434
-0.38239840,-0.18539805
-0.38252286,-0.18502156
-0.38264704,-0.18464487
-0.38277094,-0.18426800
-0.38289456,-0.18389094
-0.38301789,-0.18351368
-0.38314095,-0.18313623
-0.38326372,-0.18275860
-0.38338621,-0.18238076
-0.38350842,-0.18200274
-0.38363034,-0.18162453
-0.38375199,-0.18124612
-0.38387335,-0.18086752
-0.38399443,-0.18048874
-0.38411523,-0.18010975
-0.38423575,-0.17973058
-0.38435598,-0.17935122
-0.38447593,-0.17897166
-0.38459560,-0.17859191
-0.38471499,-0.17821197
-0.38483410,-0.17783184
-0.38495293,-0.17745152
-0.38507147,-0.17707101
-0.38518973,-0.17669030
-0.38530771,-0.17630940
-0.38542541,-0.17592831
-0.38554282,-0.17554703
-0.38565996,-0.17516556
-0.38577681,-0.17478390
-0.38589338,-0.17440204
-0.38600967,-0.17401999
-0.38612567,-0.17363775
-0.38624140,-0.17325532
-0.38635684,-0.17287270
-0.38647200,-0.17248989
-0.38658688,-0.17210688
-0.38670147,-0.17172368
-0.38681579,-0.17134029
-0.38692982,-0.17095671
-0.38704357,-0.17057294
-0.38715704,-0.17018898
-0.38727023,-0.16980482
-0.38738313,-0.16942047
-0.38749576,-0.16903593
-0.38760810,-0.16865120
-0.38772016,-0.16826628
-0.38783194,-0.16788117
-0.38794343,-0.16749586
-0.38805464,-0.16711036
-0.38816558,-0.16672467
-0.38827623,-0.16633879
-0.38838659,-0.16595272
-0.38849668,-0.16556646
-0.38860648,-0.16518000
-0.38871601,-0.16479335
-0.38882525,-0.16440651
-0.38893421,-0.16401948
-0.38904288,-0.16363226
-0.38915128,-0.16324485
-0.38925939,-0.16285724
-0.38936722,-0.16246944
-0.38947477,-0.16208145
-0.38958204,-0.16169327
-0.38968902,-0.16130490
-0.38979572,-0.16091634
-0.38990214,-0.16052758
-0.39000828,-0.16013863
-0.39011414,-0.15974949
-0.39021972,-0.15936016
-0.39032501,-0.15897064
-0.39043002,-0.15858093
-0.39053475,-0.15819102
-0.39063920,-0.15780092
-0.39074336,-0.15741063
-0.39084725,-0.15702015
-0.39095085,-0.15662948
-0.39105417,-0.15623862
-0.39115721,-0.15584756
-0.39125997,-0.15545631
-0.39136244,-0.15506487
-0.39146463,-0.15467324
-0.39156654,-0.15428142
-0.39166817,-0.15388941
-0.39176952,-0.15349720
-0.39187058,-0.15310480
-0.39197137,-0.15271221
-0.39207187,-0.15231943
-0.39217209,-0.15192646
-0.39227202,-0.15153330
-0.39237168,-0.15113994
-0.39247105,-0.15074639
-0.39257014,-0.15035265
-0.39266895,-0.14995872
-0.39276748,-0.14956460
-0.39286573,-0.14917029
-0.39296369,-0.14877578
-0.39306137,-0.14838108
-0.39315877,-0.14798619
-0.39325589,-0.14759111
-0.39335273,-0.14719584
-0.39344928,-0.14680038
-0.39354555,-0.14640472
-0.39364154,-0.14600887
-0.39373725,-0.14561283
-0.39383268,-0.14521660
-0.39392782,-0.14482018
-0.39402269,-0.14442357
-0.39411727,-0.14402676
-0.39421157,-0.14362976
-0.39430558,-0.14323257
-0.39439932,-0.14283519
-0.39449277,-0.14243762
-0.39458594,-0.14203986
-0.39467883,-0.14164190
-0.39477144,-0.14124375
-0.39486377,-0.14084541
-0.39495581,-0.14044688
-0.39504757,-0.14004816
-0.39513905,-0.13964925
-0.39523025,-0.13925014
-0.39532117,-0.13885084
-0.39541180,-0.13845135
-0.39550215,-0.13805167
-0.39559222,-0.13765180
-0.39568201,-0.13725174
-0.39577152,-0.13685148
-0.39586074,-0.13645103
-0.39594969,-0.13605039
-0.39603835,-0.13564956
-0.39612673,-0.13524854
-0.39621482,-0.13484733
-0.39630264,-0.13444592
-0.39639017,-0.13404432
-0.39647742,-0.13364253
-0.39656439,-0.13324055
-0.39665108,-0.13283838
-0.39673748,-0.13243602
-0.39682361,-0.13203346
-0.39690945,-0.13163071
-0.39699501,-0.13122777
-0.39708029,-0.13082464
-0.39716528,-0.13042132
-0.39725000,-0.13001781
-0.39733443,-0.12961410
-0.39741858,-0.12921020
-0.39750245,-0.12880611
-0.39758603,-0.12840183
-0.39766934,-0.12799736
-0.39775236,-0.12759270
-0.39783510,-0.12718784
-0.39791756,-0.12678279
-0.39799974,-0.12637756
-0.39808163,-0.12597212
-0.39816325,-0.12556650
-0.39824458,-0.12516069
-0.39832563,-0.12475468
-0.39840639,-0.12434848
-0.39848688,-0.12394210
-0.39856708,-0.12353551
-0.39864700,-0.12312874
-0.39872664,-0.12272178
-0.39880600,-0.12231462
-0.39888508,-0.12190727
-0.39896387,-0.12149974
-0.39904238,-0.12109200
-0.39912061,-0.12068408
-0.39919856,-0.12027597
-0.39927623,-0.11986766
-0.39935361,-0.11945917
-0.39943071,-0.11905048
-0.39950754,-0.11864160
-0.39958407,-0.11823252
-0.39966033,-0.11782326
-0.39973631,-0.11741380
-0.39981200,-0.11700416
-0.39988741,-0.11659432
-0.39996254,-0.11618429
-0.40003739,-0.11577406
-0.40011195,-0.11536365
-0.40018623,-0.11495304
-0.40026024,-0.11454225
-0.40033396,-0.11413126
-0.40040739,-0.11372008
-0.40048055,-0.11330870
-0.40055342,-0.11289714
-0.40062601,-0.11248538
-0.40069832,-0.11207344
-0.40077035,-0.11166130
-0.40084210,-0.11124897
-0.40091356,-0.11083644
-0.40098475,-0.11042373
-0.40105565,-0.11001082
-0.40112626,-0.10959773
-0.40119660,-0.10918444
-0.40126666,-0.10877096
-0.40133643,-0.10835728
-0.40140592,-0.10794342
-0.40147513,-0.10752936
-0.40154406,-0.10711512
-0.40161270,-0.10670068
-0.40168106,-0.10628605
-0.40174915,-0.10587123
-0.40181695,-0.10545621
-0.40188446,-0.10504101
-0.40195170,-0.10462561
-0.40201865,-0.10421002
-0.40208532,-0.10379424
-0.40215171,-0.10337827
-0.40221782,-0.10296210
-0.40228365,-0.10254575
-0.40234919,-0.10212920
-0.40241445,-0.10171246
-0.40247943,-0.10129553
-0.40254413,-0.10087841
-0.40260855,-0.10046109
-0.40267268,-0.10004359
-0.40273654,-0.09962589
-0.40280011,-0.09920800
-0.40286340,-0.09878992
-0.40292640,-0.09837165
-0.40298913,-0.09795318
-0.40305157,-0.09753453
-0.40311373,-0.09711568
-0.40317561,-0.09669664
-0.40323721,-0.09627741
-0.40329852,-0.09585799
-0.40335956,-0.09543837
-0.40342031,-0.09501857
-0.40348078,-0.09459857
-0.40354097,-0.09417838
-0.40360087,-0.09375800
-0.40366050,-0.09333743
-0.40371984,-0.09291666
-0.40377890,-0.09249571
-0.40383768,-0.09207456
-0.40389617,-0.09165322
-0.40395439,-0.09123169
-0.40401232,-0.09080997
-0.40406997,-0.09038805
-0.40412734,-0.08996595
-0.40418443,-0.08954365
-0.40424123,-0.08912116
-0.40429776,-0.08869848
-0.40435400,-0.08827561
-0.40440996,-0.08785255
-0.40446563,-0.08742929
-0.40452103,-0.08700584
-0.40457614,-0.08658220
-0.40463097,-0.08615837
-0.40468552,-0.08573435
-0.40473979,-0.08531014
-0.40479378,-0.08488573
-0.40484748,-0.08446113
-0.40490090,-0.08403634
-0.40495404,-0.08361136
-0.40500690,-0.08318619
-0.40505948,-0.08276083
-0.40511177,-0.08233527
-0.40516378,-0.08190952
-0.40521552,-0.08148358
-0.40526696,-0.08105745
-0.40531813,-0.08063113
-0.40536902,-0.08020462
-0.40541962,-0.07977791
-0.40546994,-0.07935101
-0.40551998,-0.07892393
-0.40556974,-0.07849664
-0.40561921,-0.07806917
-0.40566840,-0.07764151
-0.40571732,-0.07721365
-0.40576595,-0.07678561
-0.40581429,-0.07635737
-0.40586236,-0.07592894
-0.40591014,-0.07550031
-0.40595764,-0.07507150
-0.40600486,-0.07464249
-0.40605180,-0.07421330
-0.40609846,-0.07378391
-0.40614483,-0.07335433
-0.40619093,-0.07292455
-0.40623674,-0.07249459
-0.40628226,-0.07206443
-0.40632751,-0.07163409
-0.40637248,-0.07120355
-0.40641716,-0.07077282
-0.40646156,-0.07034190
-0.40650568,-0.06991078
-0.40654952,-0.06947948
-0.40659307,-0.06904798
-0.40663634,-0.06861629
-0.40667934,-0.06818441
-0.40672204,-0.06775234
-0.40676447,-0.06732007
-0.40680662,-0.06688762
-0.40684848,-0.06645497
-0.40689006,-0.06602213
-0.40693136,-0.06558910
-0.40697238,-0.06515588
-0.40701312,-0.06472246
-0.40705357,-0.06428886
-0.40709374,-0.06385506
-0.40713363,-0.06342107
-0.40717324,-0.06298689
-0.40721257,-0.06255252
-0.40725161,-0.06211795
-0.40729038,-0.06168320
-0.40732886,-0.06124825
-0.40736706,-0.06081311
-0.40740497,-0.06037778
-0.40744261,-0.05994226
-0.40747996,-0.05950654
-0.40751703,-0.05907064
-0.40755382,-0.05863454
-0.40759033,-0.05819825
-0.40762655,-0.05776177
-0.40766250,-0.05732510
-0.40769816,-0.05688824
-0.40773354,-0.05645118
-0.40776864,-0.05601393
-0.40780345,-0.05557649
-0.40783799,-0.05513886
-0.40787224,-0.05470104
-0.40790621,-0.05426303
-0.40793990,-0.05382482
-0.40797330,-0.05338642
-0.40800643,-0.05294783
-0.40803927,-0.05250905
-0.40807183,-0.05207008
-0.40810411,-0.05163092
-0.40813611,-0.05119156
-0.40816782,-0.05075202
-0.40819925,-0.05031228
-0.40823041,-0.04987235
-0.40826128,-0.04943222
-0.40829186,-0.04899191
-0.40832217,-0.04855140
-0.40835219,-0.04811071
-0.40838193,-0.04766982
-0.40841139,-0.04722874
-0.40844057,-0.04678746
-0.40846947,-0.04634600
-0.40849808,-0.04590434
-0.40852641,-0.04546250
-0.40855446,-0.04502046
-0.40858223,-0.04457823
-0.40860972,-0.04413581
-0.40863692,-0.04369319
-0.40866384,-0.04325039
-0.40869048,-0.04280739
-0.40871684,-0.04236420
-0.40874292,-0.04192082
-0.40876871,-0.04147725
-0.40879423,-0.04103348
-0.40881946,-0.04058953
-0.40884441,-0.04014538
-0.40886907,-0.03970104
-0.40889346,-0.03925651
-0.40891756,-0.03881179
-0.40894138,-0.03836687
-0.40896492,-0.03792177
-0.40898818,-0.03747647
-0.40901116,-0.03703098
-0.40903385,-0.03658530
-0.40905626,-0.03613943
-0.40907839,-0.03569336
-0.40910024,-0.03524711
-0.40912181,-0.03480066
-0.40914309,-0.03435402
-0.40916409,-0.03390719
-0.40918481,-0.03346017
-0.40920525,-0.03301296
-0.40922541,-0.03256555
-0.40924528,-0.03211795
-0.40926488,-0.03167016
-0.40928419,-0.03122218
-0.40930322,-0.03077401
-0.40932196,-0.03032565
-0.40934043,-0.02987709
-0.40935861,-0.02942834
-0.40937651,-0.02897941
-0.40939413,-0.02853028
-0.40941147,-0.02808095
-0.40942852,-0.02763144
-0.40944530,-0.02718173
-0.40946179,-0.02673184
-0.40947800,-0.02628175
-0.40949393,-0.02583147
-0.40950957,-0.02538099
-0.40952494,-0.02493033
-0.40954002,-0.02447947
-0.40955482,-0.02402843
-0.40956934,-0.02357719
-0.40958358,-0.02312576
-0.40959753,-0.02267414
-0.40961120,-0.02222232
-0.40962459,-0.02177032
-0.40963770,-0.02131812
-0.40965053,-0.02086573
-0.40966307,-0.02041315
-0.40967534,-0.01996038
-0.40968732,-0.01950741
-0.40969902,-0.01905426
-0.40971044,-0.01860091
-0.40972157,-0.01814737
-0.40973242,-0.01769364
-0.40974300,-0.01723972
-0.40975329,-0.01678560
-0.40976329,-0.01633130
-0.40977302,-0.01587680
-0.40978246,-0.01542211
-0.40979163,-0.01496723
-0.40980051,-0.01451216
-0.40980910,-0.01405690
-0.40981742,-0.01360144
-0.40982545,-0.01314579
-0.40983321,-0.01268995
-0.40984068,-0.01223392
-0.40984787,-0.01177770
-0.40985477,-0.01132129
-0.40986140,-0.01086468
-0.40986774,-0.01040788
-0.40987380,-0.00995090
-0.40987958,-0.00949371
-0.40988508,-0.00903634
-0.40989029,-0.00857878
-0.40989523,-0.00812102
-0.40989988,-0.00766308
-0.40990425,-0.00720494
-0.40990834,-0.00674661
-0.40991214,-0.00628808
-0.40991567,-0.00582937
-0.40991891,-0.00537046
-0.40992187,-0.00491137
-0.40992455,-0.00445208
-0.40992694,-0.00399260
-0.40992906,-0.00353293
-0.40993089,-0.00307306
-0.40993244,-0.00261301
-0.40993371,-0.00215276
-0.40993470,-0.00169232
-0.40993540,-0.00123169
-0.40993582,-0.00077087
-0.40993596,-0.00030985
-0.40993582,0.00015281
-0.40993540,0.00061529
-0.40993470,0.00107757
-0.40993371,0.00153965
-0.40993244,0.00200154
-0.40993089,0.00246324
-0.40992906,0.00292475
-0.40992694,0.00338606
-0.40992455,0.00384718
-0.40992187,0.00430810
-0.40991891,0.00476883
-0.40991567,0.00522936
-0.40991214,0.00568971
-0.40990834,0.00614986
-0.40990425,0.00660981
-0.40989988,0.00706957
-0.40989523,0.00752914
-0.40989029,0.00798851
-0.40988508,0.00844769
-0.40987958,0.00890668
-0.40987380,0.00936547
-0.40986774,0.00982407
-0.40986140,0.01028247
-0.40985477,0.01074069
-0.40984787,0.01119870
-0.40984068,0.01165653
-0.40983321,0.01211416
-0.40982545,0.01257159
-0.40981742,0.01302884
-0.40980910,0.01348588
-0.40980051,0.01394274
-0.40979163,0.01439940
-0.40978246,0.01485587
-0.40977302,0.01531214
-0.40976329,0.01576822
-0.40975329,0.01622411
-0.40974300,0.01667980
-0.40973242,0.01713530
-0.40972157,0.01759060
-0.40971044,0.01804572
-0.40969902,0.01850063
-0.40968732,0.01895536
-0.40967534,0.01940989
-0.40966307,0.01986422
-0.40965053,0.02031837
-0.40963770,0.02077232
-0.40962459,0.02122607
-0.40961120,0.02167963
-0.40959753,0.02213300
-0.40958358,0.02258617
-0.40956934,0.02303915
-0.40955482,0.02349194
-0.40954002,0.02394453
-0.40952494,0.02439693
-0.40950957,0.02484914
-0.40949393,0.02530115
-0.40947800,0.02575297
-0.40946179,0.02620459
-0.40944530,0.02665602
-0.40942852,0.02710726
-0.40941147,0.02755830
-0.40939413,0.02800915
-0.40937651,0.02845981
-0.40935861,0.02891027
-0.40934043,0.02936054
-0.40932196,0.02981061
-0.40930322,0.03026049
-0.40928419,0.03071018
-0.40926488,0.03115967
-0.40924528,0.03160897
-0.40922541,0.03205808
-0.40920525,0.03250699
-0.40918481,0.03295571
-0.40916409,0.03340423
-0.40914309,0.03385256
-0.40912181,0.03430070
-0.40910024,0.03474864
-0.40907839,0.03519639
-0.40905626,0.03564395
-0.40903385,0.03609131
-0.40901116,0.03653848
-0.40898818,0.03698545
-0.40896492,0.03743223
-0.40894138,0.03787882
-0.40891756,0.03832521
-0.40889346,0.03877141
-0.40886907,0.03921742
-0.40884441,0.03966323
-0.40881946,0.04010885
-0.40879423,0.04055427
-0.40876871,0.04099950
-0.40874292,0.04144454
-0.40871684,0.04188938
-0.40869048,0.04233403
-0.40866384,0.04277849
-0.40863692,0.04322275
-0.40860972,0.04366682
-0.40858223,0.04411069
-0.40855446,0.04455437
-0.40852641,0.04499786
-0.40849808,0.04544116
-0.40846947,0.04588426
-0.40844057,0.04632716
-0.40841139,0.04676987
-0.40838193,0.04721239
-0.40835219,0.04765472
-0.40832217,0.04809685
-0.40829186,0.04853879
-0.40826128,0.04898053
-0.40823041,0.04942208
-0.40819925,0.04986344
-0.40816782,0.05030460
-0.40813611,0.05074557
-0.40810411,0.05118634
-0.40807183,0.05162692
-0.40803927,0.05206731
-0.40800643,0.05250750
-0.40797330,0.05294750
-0.40793990,0.05338731
-0.40790621,0.05382692
-0.40787224,0.05426634
-0.40783799,0.05470557
-0.40780345,0.05514460
-0.40776864,0.05558343
-0.40773354,0.05602208
-0.40769816,0.05646053
-0.40766250,0.05689879
-0.40762655,0.05733685
-0.40759033,0.05777472
-0.40755382,0.05821239
-0.40751703,0.05864987
-0.40747996,0.05908716
-0.40744261,0.05952425
-0.40740497,0.05996116
-0.40736706,0.06039786
-0.40732886,0.06083437
-0.40729038,0.06127069
-0.40725161,0.06170682
-0.40721257,0.06214275
-0.40717324,0.06257849
-0.40713363,0.06301403
-0.40709374,0.06344938
-0.40705357,0.06388454
-0.40701312,0.06431950
-0.40697238,0.06475427
-0.40693136,0.06518885
-0.40689006,0.06562323
-0.40684848,0.06605742
-0.40680662,0.06649141
-0.40676447,0.06692521
-0.40672204,0.06735882
-0.40667934,0.06779223
-0.40663634,0.06822545
-0.40659307,0.06865848
-0.40654952,0.06909131
-0.40650568,0.06952394
-0.40646156,0.06995639
-0.40641716,0.07038864
-0.40637248,0.07082070
-0.40632751,0.07125256
-0.40628226,0.07168423
-0.40623674,0.07211570
-0.40619093,0.07254699
-0.40614483,0.07297807
-0.40609846,0.07340897
-0.40605180,0.07383967
-0.40600486,0.07427018
-0.40595764,0.07470049
-0.40591014,0.07513061
