x,y
0.28816619,-0.47635817
0.28801931,-0.47639913
0.28787241,-0.47644005
0.28772551,-0.47648094
0.28757859,-0.47652179
0.28743166,-0.47656261
0.28728472,-0.47660339
0.28713777,-0.47664414
0.28699081,-0.47668485
0.28684384,-0.47672552
0.28669686,-0.47676616
0.28654986,-0.47680677
0.28640285,-0.47684734
0.28625584,-0.47688788
0.28610881,-0.47692838
0.28596177,-0.47696884
0.28581472,-0.47700927
0.28566766,-0.47704967
0.28552058,-0.47709003
0.28537350,-0.47713035
0.28522640,-0.47717064
0.28507929,-0.47721090
0.28493218,-0.47725111
0.28478505,-0.47729130
0.28463791,-0.47733145
0.28449076,-0.47737156
0.28434359,-0.47741164
0.28419642,-0.47745168
0.28404923,-0.47749169
0.28390204,-0.47753166
0.28375483,-0.47757160
0.28360761,-0.47761150
0.28346038,-0.47765137
0.28331314,-0.47769120
0.28316589,-0.47773100
0.28301862,-0.47777076
0.28287135,-0.47781049
0.28272406,-0.47785018
0.28257677,-0.47788983
0.28242946,-0.47792945
0.28228214,-0.47796904
0.28213481,-0.47800859
0.28198747,-0.47804811
0.28184011,-0.47808759
0.28169275,-0.47812703
0.28154538,-0.47816644
0.28139799,-0.47820581
0.28125059,-0.47824515
0.28110318,-0.47828446
0.28095576,-0.47832373
0.28080833,-0.47836296
0.28066089,-0.47840216
0.28051344,-0.47844132
0.28036597,-0.47848045
0.28021850,-0.47851954
0.28007101,-0.47855860
0.27992351,-0.47859762
0.27977600,-0.47863661
0.27962848,-0.47867556
0.27948095,-0.47871448
0.27933341,-0.47875336
0.27918585,-0.47879221
0.27903829,-0.47883102
0.27889071,-0.47886980
0.27874312,-0.47890854
0.27859553,-0.47894725
0.27844792,-0.47898592
0.27830029,-0.47902455
0.27815266,-0.47906315
0.27800502,-0.47910172
0.27785736,-0.47914025
0.27770970,-0.47917874
0.27756202,-0.47921720
0.27741433,-0.47925563
0.27726663,-0.47929402
0.27711892,-0.47933237
0.27697120,-0.47937069
0.27682347,-0.47940897
0.27667572,-0.47944722
0.27652797,-0.47948543
0.27638020,-0.47952361
0.27623243,-0.47956176
0.27608464,-0.47959986
0.27593684,-0.47963794
0.27578903,-0.47967597
0.27564120,-0.47971398
0.27549337,-0.47975194
0.27534553,-0.47978987
0.27519767,-0.47982777
0.27504980,-0.47986563
0.27490193,-0.47990346
0.27475404,-0.47994125
0.27460614,-0.47997901
0.27445822,-0.48001673
0.27431030,-0.48005441
0.27416237,-0.48009206
0.27401442,-0.48012968
0.27386647,-0.48016726
0.27371850,-0.48020480
0.27357052,-0.48024231
0.27342253,-0.48027979
0.27327453,-0.48031723
0.27312652,-0.48035463
0.27297849,-0.48039200
0.27283046,-0.48042933
0.27268241,-0.48046663
0.27253435,-0.48050389
0.27238629,-0.48054112
0.27223821,-0.48057831
0.27209012,-0.48061547
0.27194202,-0.48065259
0.27179390,-0.48068968
0.27164578,-0.48072673
0.27149764,-0.48076375
0.27134950,-0.48080073
0.27120134,-0.48083768
0.27105317,-0.48087459
0.27090499,-0.48091147
0.27075680,-0.48094831
0.27060860,-0.48098511
0.27046038,-0.48102189
0.27031216,-0.48105862
0.27016392,-0.48109532
0.27001568,-0.48113199
0.26986742,-0.48116862
0.26971915,-0.48120521
0.26957087,-0.48124177
0.26942258,-0.48127829
0.26927427,-0.48131478
0.26912596,-0.48135124
0.26897763,-0.48138766
0.26882930,-0.48142404
0.26868095,-0.48146039
0.26853259,-0.48149670
0.26838422,-0.48153298
0.26823584,-0.48156922
0.26808745,-0.48160543
0.26793905,-0.48164160
0.26779063,-0.48167774
0.26764220,-0.48171384
0.26749377,-0.48174991
0.26734532,-0.48178594
0.26719686,-0.48182194
0.26704839,-0.48185831
0.26689990,-0.48189465
0.26675141,-0.48193095
0.26660289,-0.48196722
0.26645437,-0.48200344
0.26630583,-0.48203964
0.26615728,-0.48207579
0.26600872,-0.48211191
0.26586014,-0.48214799
0.26571155,-0.48218404
0.26556294,-0.48222005
0.26541433,-0.48225602
0.26526570,-0.48229196
0.26511705,-0.48232786
0.26496840,-0.48236373
0.26481973,-0.48239955
0.26467104,-0.48243535
0.26452235,-0.48247110
0.26437364,-0.48250682
0.26422491,-0.48254250
0.26407618,-0.48257815
0.26392743,-0.48261376
0.26377866,-0.48264933
0.26362989,-0.48268487
0.26348110,-0.48272037
0.26333229,-0.48275583
0.26318348,-0.48279126
0.26303465,-0.48282665
0.26288581,-0.48286200
0.26273695,-0.48289732
0.26258808,-0.48293260
0.26243920,-0.48296785
0.26229030,-0.48300306
0.26214140,-0.48303823
0.26199247,-0.48307336
0.26184354,-0.48310846
0.26169459,-0.48314353
0.26154563,-0.48317855
0.26139665,-0.48321354
0.26124767,-0.48324850
0.26109866,-0.48328341
0.26094965,-0.48331829
0.26080062,-0.48335314
0.26065158,-0.48338795
0.26050253,-0.48342272
0.26035346,-0.48345745
0.26020438,-0.48349215
0.26005528,-0.48352681
0.25990618,-0.48356144
0.25975706,-0.48359603
0.25960792,-0.48363058
0.25945877,-0.48366510
0.25930961,-0.48369958
0.25916044,-0.48373402
0.25901125,-0.48376843
0.25886205,-0.48380280
0.25871284,-0.48383713
0.25856361,-0.48387143
0.25841437,-0.48390569
0.25826512,-0.48393992
0.25811585,-0.48397411
0.25796657,-0.48400826
0.25781728,-0.48404237
0.25766798,-0.48407645
0.25751866,-0.48411050
0.25736932,-0.48414450
0.25721998,-0.48417847
0.25707062,-0.48421241
0.25692125,-0.48424630
0.25677186,-0.48428016
0.25662246,-0.48431399
0.25647305,-0.48434778
0.25632362,-0.48438153
0.25617419,-0.48441524
0.25602473,-0.48444892
